name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"3,632,343,024","3,438,072,547","3,777,894,434","5,702,068,975","1,367,224,523","1,282,274,568","818,713,186","842,702,694","615,444,944","353,500,791","296,058,707","80,502,183"
EnterpriseValue,"6,158,900,024","6,136,566,547","6,467,766,434","6,712,077,975","2,361,570,523","2,255,017,568","1,774,306,186","1,564,199,694","1,466,778,944","1,330,469,791","515,105,707","156,260,183"
PeRatio,"32.66","61.2","26.762","89.069","47.964","34.341","45.9",,"12.743","10.149","51.722","319.161"
ForwardPeRatio,"39.37","61.35","58.14","107.527","96.154",,"35.971",,,"46.948","14.327",
PsRatio,"5.487","5.246","6.169","11.603","5.989","6.281","4.3","4.464","2.713","2.755","4.028","4.304"
PbRatio,"1.059","0.974","1.051","7.642","2.265","2.145","1.302","1.38","1.654","0.96","1.468","1.056"
EnterprisesValueRevenueRatio,"9.318","9.284","10.29","26.821","11.144","11.096","9.278","9.703","9.563","12.142","10.476","7.835"
EnterprisesValueEBITDARatio,"21.159","21.082","14.046","42.257","21.076","16.294","16.454","16.58","24.123","16.264","21.499","16.719"
