name,ttm,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019
MarketCap,"2,113,108,687","2,990,923,720","5,509,143,694","6,957,790,345","2,653,030,560","2,183,262,565"
EnterpriseValue,"1,935,494,582","2,820,288,765","5,430,414,997","6,912,583,347","2,608,002,127","2,108,101,494"
PeRatio,"24.641","24.441","58.221","138.851","93.428","83.319"
ForwardPeRatio,"22.472",,,"61.35","41.494","38.911"
PegRatio,"2.245"
PsRatio,"2.178","3.038","6.937","11.533","6.509","6.316"
PbRatio,"2.663","4.41","10.458","16.577","10.37","11.104"
EnterprisesValueRevenueRatio,"2.529","3.549","8.294","15.489","7.431","7.322"
EnterprisesValueEBITDARatio,"25.2","18.924","40.874","85.968","61.082","55.335"
