name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"3,739,433,083","3,752,133,452","3,196,720,251","3,386,869,771"
EnterpriseValue,"3,853,433,083","3,928,133,452","3,473,720,251","3,832,869,771"
PeRatio,"6.938","8.666","3.06",
ForwardPeRatio,"10.977","10.406","6.25","7.825"
PegRatio,"0.731",,"0.25",
PsRatio,"1.391","1.325","1.104",
PbRatio,"1.685","1.83","1.688","3.219"
EnterprisesValueRevenueRatio,"1.37","1.396","1.066","1.494"
EnterprisesValueEBITDARatio,"3.745","3.817","3.433","7.728"
