name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"11,500,485,073","11,993,036,894","11,645,283,628","15,359,040,277","18,047,245,924","21,269,026,083","16,494,991,234","15,140,667,335","13,137,152,858","16,045,060,919","16,529,642,699","12,673,990,762","9,927,412,325","8,605,900,500","9,355,123,721","9,083,481,120","5,705,829,005","10,288,033,272","9,874,493,078","8,719,714,260","9,701,231,872","7,826,681,984","11,405,172,800","11,245,713,920","8,479,702,362","7,521,047,365"
EnterpriseValue,"14,282,485,073","14,842,036,894","14,022,283,628","17,538,040,277","20,339,245,924","23,311,026,083","17,901,991,234","16,739,667,335","14,831,152,858","17,555,060,919","18,409,642,699","12,895,990,762","10,217,412,325","8,813,900,500","9,847,123,721","10,053,481,120","7,033,829,005","11,596,033,272","9,723,493,078","9,335,027,260","9,976,541,872","8,148,110,555","11,878,791,800","11,609,763,920","8,444,112,871","7,485,457,874"
PeRatio,"43.522","54.765","23.754","27.433","47.276","30.157","22.821","17.88","37.884","28.756","32.862","24.034","13.696","13.777","15.188","19.231","15.236","33.677","42.545","36.814","41.421","29.678","63.428","59.894","121.01","44.308"
ForwardPeRatio,"14.556","14.327","15.898","17.921","20.704","22.272","18.149","18.657","16.26","20.534","29.851","49.261","30.121",,,,,,,,,,,,,
PegRatio,"0.542","0.473","1.082","0.845","2.567","1.653","2.439","1.008","0.724","1.927","3.435","3.657","5.061",,,,,,,,,,,,,
PsRatio,"2.061","2.227","2.26","2.97","3.943","4.253","3.364","3.304","2.877","3.429","3.639","3.06","2.413","2.034","2.358","2.406","1.513","3.163","6.438","3.45","4.068","3.728","6.555","7.176","7.134","4.162"
PbRatio,"2.195","2.279","2.176","2.857","3.728","4.296","3.574","3.647","3.34","3.941","4.088","3.275","2.579","2.815","3.374","4.169","3.358","5.665","4.898","6.289","7.205","6.84","13.688","19.087","198.395","8.436"
EnterprisesValueRevenueRatio,"2.574","2.675","2.689","3.365","4.46","4.537","3.65","3.513","3.177","3.788","3.987","2.964","2.47","2.064","2.485","2.665","1.851","3.442","3.499","3.658","7.988","6.911","6.641","7.37","5.617","4.137"
EnterprisesValueEBITDARatio,"14.94","15.525","16.044","14.121","23.486","17.66","13.91","12.017","9.31","15.744","15.522","10.892","7.231","7.572","7.878","9.954","7.729","16.083","13.831","13.668","39.906","30.748","32.776","37.013","20.611","20.718"
