name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"4,051,228,958","3,660,439,241","3,586,875,653","9,196,321,461","8,429,086,934"
EnterpriseValue,"5,141,337,958","4,779,604,241","3,345,259,653","9,417,457,461","8,438,016,934"
PeRatio,"88.805",,"61.976","121.834",
ForwardPeRatio,"14.97","12.225","12.24","31.25","69.444"
PsRatio,"3.38","3.38","4.436","14.442","23.582"
PbRatio,"1.989","1.831","1.82","5.933","7.289"
EnterprisesValueRevenueRatio,"4.321","4.017","3.967","12.998","22.428"
EnterprisesValueEBITDARatio,"20.002","18.595","15.375","39.294","309.629"
