name,ttm,06/30/2024,06/30/2023,06/30/2022
MarketCap,"1,529,371,325","2,157,278,734","2,019,492,286","1,814,698,480"
EnterpriseValue,"4,031,330,325","4,492,102,734","3,372,061,286","3,110,232,480"
PeRatio,"24.123","25.421",,
ForwardPeRatio,"21.231","57.804","21.978",
PsRatio,"1.296","2.19","1.757","2.18"
PbRatio,,,"22.834",
EnterprisesValueRevenueRatio,"3.395","4.046","3.102","3.873"
EnterprisesValueEBITDARatio,"17.307","13.536","20.028","22.737"
