name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"2,933,391,977","2,706,581,709","3,413,622,591","4,347,283,601","4,451,356,995","3,679,367,988","2,367,111,342","2,208,643,681","1,517,643,771","1,253,076,911","1,697,524,248","1,365,203,606","451,361,666","380,338,166","535,152,103"
EnterpriseValue,"3,832,364,977","3,654,774,709","4,146,761,591","4,920,990,601","4,936,011,995","4,277,766,988","2,669,650,342","2,418,460,681","1,757,851,771","1,198,984,911","1,627,351,248","1,331,901,606","425,264,666","296,953,166","486,608,103"
PeRatio,,,,"172.478",,,"94.596",,,"93.281","163.8","575.714","348.75","49.833",
ForwardPeRatio,"20.576","19.048","28.011","31.153","31.646","26.385","22.727","30.864","26.11","25.51","43.478","60.606","34.247","22.422","33.113"
PegRatio,"1.835",,"3.528","3.919","2.039","1.76","1.515","2.058",,,"1.736","2.424","1.369","0.816","1.325"
PsRatio,"2.341","2.283","2.692","3.856","4.495","3.98","2.912","3.303","2.752","2.798","5.548","6.619","2.961","3.24","3.62"
PbRatio,"5.163","3.639","3.543","4.603","4.663","4.267","4.623","5.446","3.504","5.061","9.827","9.55","3.58","3.365","5.23"
EnterprisesValueRevenueRatio,"3.077","2.934","3.345","4.147","4.945","4.752","3.286","3.537","3.04","2.848","4.666","5.492","2.704","2.411","4.963"
EnterprisesValueEBITDARatio,"-48.628","-46.375","65.838","31.998","37.133","52.683","29.583","32.782","47.647","26.347","39.189","62.487","27.488","16.737","67.829"
