name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,01/31/1992,01/31/1991,01/31/1990,01/31/1989,01/31/1988,01/31/1987,01/31/1986
MarketCap,"3,273,327,270","2,946,340,174","3,128,354,000","3,586,500,000","5,589,880,713","5,722,631,735","7,765,500,528","8,214,175,678","7,517,400,000","9,027,916,934","14,496,676,467","11,108,371,312","11,051,210,729","10,251,288,000","8,977,240,000","7,512,223,348","2,733,263,618","8,585,850,000","14,334,907,230","11,245,584,280","6,559,402,750","5,517,077,793","2,473,208,188","3,402,055,782","2,728,136,265","2,910,160,000","5,915,637,364","3,879,752,884","2,956,688,280","3,183,847,476","3,330,882,000","2,872,065,000","3,216,341,250","3,028,228,000","2,247,795,000","2,731,456,000","2,647,612,500","1,749,476,500","1,862,586,000","1,072,296,000"
EnterpriseValue,"7,124,327,270","7,067,340,174","7,590,354,000","8,212,500,000","10,161,880,713","10,047,631,735","9,324,500,528","10,280,175,678","9,764,400,000","11,015,916,934","17,190,676,467","13,279,371,312","13,028,210,729","12,021,288,000","10,252,240,000","9,643,223,348","5,407,263,618","10,724,850,000","14,134,625,230","11,102,186,280","6,764,645,750","6,605,558,793","3,612,494,188","4,500,147,782","3,898,233,265","3,733,560,000","6,859,237,364","4,573,952,884","3,472,788,280","3,831,747,476","3,759,682,000","3,259,765,000","3,811,741,250","3,659,228,000","2,861,695,000","3,241,556,000","3,116,612,500","1,877,176,500","2,081,686,000","1,291,396,000"
PeRatio,"24.451","24.527","9.721","321.429",,"10.778","16.938","17.302","23.903","14.069","20.266","15.361","16.89","15.726","14.975","22.429","5.244","13.49","21.847","21.071","17.455","27.497","27.667","27.204","26.141","15.068","31.298","23.554","20.4","19.432","16.397","20.468","25.16","22.289","19.366","23.592","21.382","20.283","27.381","20.076"
ForwardPeRatio,"9.242","8.361","10.695","10.299","22.727","11.001","12.27","16.313","14.265","13.532","18.416","13.28","13.333","13.755","13.643","14.771",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.42","0.38","0.484",,,"3.136","1.343","4.43","2.707","1.763","2.556","2.251","0.99","1.178","1.162","1.257",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.223","0.201","0.205","0.256","0.479","0.378","0.492","0.557","0.535","0.665","1.122","0.913","0.986","0.988","0.945","0.902","0.333","1.096","1.729","1.501","0.965","0.861","0.418","0.602","0.482","0.596","1.236","0.847","0.682","0.78","0.855","0.8","0.963","0.952","0.775","1.015","1.133","0.944","1.212","0.773"
PbRatio,"3.86","4.042","5.162","9.99","22.198","6.725","6.455","9.618","8.741","6.05","6.37","5.588","5.866","5.241","4.442","5.258","2.352","7.7","6.61","5.374","3.667","3.675","1.803","2.588","2.219","2.455","4.74","2.614","2.007","2.237","2.479","2.462","3.192","3.224","2.72","3.725","4.138","3.877","5.93","3.414"
EnterprisesValueRevenueRatio,"0.485","0.481","0.489","0.555","0.948","0.647","0.588","0.664","0.662","0.763","1.273","1.059","1.074","1.107","1.057","1.118","0.631","1.215","1.651","1.438","0.949","1.024","0.608","0.799","0.705","0.725","1.358","0.943","0.78","0.932","0.965","0.908","1.114","1.151","0.989","1.214","1.339","0.978","1.277","0.992"
EnterprisesValueEBITDARatio,"6.759","6.705","6.005","6.401","-49.57","6.097","6.131","6.437","6.729","6.569","9.384","7.357","7.336","7.411","7.09","8.385","5.035","9.128","12.196","11.362","8.616","11.86","8.96","12.683","12.034","8.242","15.19","11.647","11.217","11.948","9.832","11.498","13.441","13.311","12.362","13.318","12.911","9.782","12.082","10.879"
