name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"3,391,886,215","3,440,272,281","3,096,171,038","4,911,205,491","2,418,830,493","826,876,787"
EnterpriseValue,"3,371,512,215","3,421,628,281","2,946,530,038","4,760,470,491","2,277,206,493","835,453,787"
ForwardPeRatio,"263.158","243.902",,,,
PsRatio,"10.06","10.991","12.925","28.239","19.409","6.207"
PbRatio,"23.523","23.838","22.24","33.195","15.444","99.792"
EnterprisesValueRevenueRatio,"10.105","10.255","11.608","25.341","17.128","8.134"
EnterprisesValueEBITDARatio,"-61.532","-62.446","-65.788","-202.711","-88.001","-20.304"
