name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"39,095,873,558","45,198,831,493","31,786,241,978","44,513,987,022","33,720,524,036","23,935,429,731","12,829,230,455","19,186,218,814","10,061,953,245","5,936,880,828","6,588,912,834","7,182,104,328","6,303,736,838","5,223,497,110","9,040,810,141","8,085,253,596","5,813,940,939","12,866,575,707","16,512,068,772","16,099,637,022","17,231,681,822","24,021,876,515","17,315,584,538","28,176,773,062","38,098,487,540","43,887,675,297","11,122,695,822","8,495,702,425","9,729,268,571","5,562,622,952"
EnterpriseValue,"36,185,873,558","42,945,831,493","30,456,241,978","43,854,987,022","33,058,524,036","23,647,429,731","12,382,230,455","18,740,218,814","9,597,953,245","5,477,880,828","6,094,912,834","6,443,104,328","5,115,736,838","4,404,497,110","7,799,810,141","7,957,253,596","6,850,940,939","12,217,575,707","16,392,068,772","16,170,637,022","17,239,681,822","24,118,876,515","17,713,584,538","28,633,372,062","38,406,987,540","43,536,206,297","10,969,092,822","8,574,510,425","9,796,019,571","5,562,622,952"
PeRatio,"9.709","10.804","9.666","24.687","37.12","23","10.76","32.118","189.167","41.625","124.5",,,"6.113","11.348",,,,"24.865","62.069","29.723","100.037","40.646","109.207","33.177","80.982","27.012","20.984","15.556",
ForwardPeRatio,"14.793","12.674","9.099","20.921","26.178","19.841","9.643","16.807","25.773","24.213","20.284","17.699","13.643","15.528","11.481",,,,,,,,,,,,,,,
PegRatio,"4.341","3.806","0.822","0.959","1.638","2.782","0.609","0.351","0.594","0.692","1.433","1.25","0.962","11.088","1.721",,"-1.167",,,,,,,,,,,,,
PsRatio,"2.365","2.717","2.19","3.646","3.487","2.57","1.335","2.542","1.481","0.83","0.879","0.864","0.756","0.518","0.919","0.955","0.604","1.287","1.771","1.898","2.039","3.497","2.76","4.416","5.482","8.765","2.614","2.123","2.361",
PbRatio,"2.332","2.932","2.945","5.208","4.378","3.625","2.084","3.853","2.189","1.254","1.223","1.244","1.033","0.668","1.213","1.139","0.831","1.344","1.781","1.921","1.892","2.966","2.476","4.638","6.906","9.616","2.724","2.569","2.984",
EnterprisesValueRevenueRatio,"2.093","2.484","1.888","3.437","3.235","2.475","1.281","2.245","1.376","0.794","0.823","0.797","0.602","0.452","0.754","0.935","0.696","1.222","1.663","1.821","1.968","3.332","2.804","4.504","4.916","8.61","2.582","2.133","2.376","1.565"
EnterprisesValueEBITDARatio,"5.673","6.732","5.329","12.808","14.732","11.277","5.543","11.323","10.243","6.333","6.436","18.895","-5.362","2.652","3.969","-100.725","10.979","12.316","6.459","6.967","6.57","10.889","8.419","11.852","13.153","32.423","7.948","7.602","7.336","5.577"
