name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"2,214,194,492","2,454,336,180","2,812,927,933","4,975,295,009","3,292,260,000","4,486,580,000","3,134,202,000"
EnterpriseValue,"5,012,694,492","5,415,836,180","6,021,227,933","7,462,695,009","6,179,860,000","7,220,580,000","4,882,302,000"
PeRatio,"14.709",,"9.095","65.412",,,
ForwardPeRatio,"13.441","10","7.153","11.186","13.569","11.351","9.099"
PegRatio,"7.418","1.961","7.374",,,,
PsRatio,"0.233","0.256","0.275","0.569","0.412","0.515","0.384"
PbRatio,"1.32","1.562","1.783","4.026","3.147","3.635","2.224"
EnterprisesValueRevenueRatio,"0.528","0.57","0.596","0.795","0.788","0.825","0.594"
EnterprisesValueEBITDARatio,"10.137","10.952","7.718","9.379","16.018","11.845","16.055"
