name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015
MarketCap,"1,044,001,242","1,561,209,818","805,231,636","582,281,258","544,806,700","442,711,461","354,237,566","412,750,321","578,881,758","527,575,263","756,489,133"
EnterpriseValue,"1,440,295,182","2,170,439,794","1,343,638,429","1,053,248,750","1,035,171,221","1,029,404,304","1,030,620,743","1,084,580,157","1,313,736,549","1,319,592,692","696,318,963"
PeRatio,"4.155","5.101","6.079","8.05","8.638","7.139",,,"33.968","4.519","261.547"
ForwardPeRatio,"10.373","8.475","7.776","26.596","13.967","2.311",,"10.549","18.215","5.498","7.722"
PsRatio,"2.004","2.807","2.385","2.079","2.154","1.747","2.144","2.408","2.802","2.24","25.012"
PbRatio,"0.959","1.588","0.962","0.63","0.536","0.451","0.382","0.429","0.595","0.541","0.876"
EnterprisesValueRevenueRatio,"2.873","3.925","4.003","3.58","3.323","3.775","6.338","6.46","6.402","5.517","23.498"
EnterprisesValueEBITDARatio,"4.167","5.069","5.727","5.971","5.71","6.206","17.187","13.854","12.281","8.553","68.614"
