name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"2,514,927,011","694,269,991","565,129,208","753,240,435"
EnterpriseValue,"2,026,831,011","410,102,991","202,969,208","462,756,435"
PbRatio,"5.144","2.654","1.565","2.65"
EnterprisesValueEBITDARatio,"-2.603","-3.641","-2.854","-10.776"
