name,ttm,12/31/2023,12/31/2022
MarketCap,"7,354,331,975","523,479,500","350,308,711"
EnterpriseValue,"7,262,566,975","531,603,500","365,801,711"
PsRatio,"90.682","12.028","13.067"
PbRatio,"24.847","46.721",
EnterprisesValueRevenueRatio,"107.918","13.907","13.66"
EnterprisesValueEBITDARatio,"-25.419","-8.603","-3.669"
