name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020
MarketCap,"4,582,863,429","3,630,139,969","2,139,177,423","2,862,806,581","5,729,667,499"
EnterpriseValue,"4,060,079,429","3,152,027,969","1,728,102,423","2,488,458,581","5,151,631,499"
ForwardPeRatio,"72.464","65.79","250","1,428.571","2,000"
PsRatio,"12.73","10.736","7.987","14.604","41.226"
PbRatio,"6.748","5.623","3.444","4.486","10.592"
EnterprisesValueRevenueRatio,"11.604","9.009","6.171","12.04","34.156"
EnterprisesValueEBITDARatio,"-67.393","-52.32","-22.985","-41.737","-489.141"
