name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"1,142,376,188","793,307,225","1,276,472,717","895,590,231","831,651,896","620,660,728","760,329,159","623,764,332","822,562,810","1,143,980,008","801,145,907"
EnterpriseValue,"1,292,822,211","946,384,388","1,429,376,464","1,042,194,289","1,009,246,754","754,846,291","854,020,774","597,476,940","767,479,726","1,014,312,506","784,667,260"
PeRatio,"19.055","6.105","10.642","10.885","9.102","35.879","9.717","19.758",,,
ForwardPeRatio,"11.377","9.775","7.199","10.071","11.508","9.259",,,,,
PsRatio,"1.692","1.173","1.41","1.137","1.264","1.035","1.244","1.232",,,
PbRatio,"1.439","1.007","1.534","1.262","1.286","1.067","1.241","1.128",,,
EnterprisesValueRevenueRatio,"0.061","0.04","0.052","0.045","0.05","0.041","0.048","0.032","0.041","0.049","0.041"
EnterprisesValueEBITDARatio,"0.677","0.106","0.132","0.143","0.146","0.142","0.185","0.118","0.128","0.131","0.115"
