name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
MarketCap,"11,011,199,799","7,345,466,001","4,115,354,705","3,570,848,882","1,905,669,506","1,827,397,162","1,611,517,340","1,620,908,964","1,239,071,621","1,063,663,517","638,058,616","729,741,234","452,887,842","401,525,093","500,379,728","468,844,787","420,986,223","515,570,121","514,574,437","367,814,776","301,317,120","208,195,518","127,023,604","138,785,442","79,169,603","225,723,092","557,914,500","524,876,000"
EnterpriseValue,"11,062,823,799","7,446,559,001","4,539,364,705","3,864,780,882","2,139,050,506","2,102,261,162","1,689,220,340","1,673,104,964","1,241,627,621","1,030,264,517","637,110,616","691,436,234","419,530,842","385,502,093","443,969,728","348,602,787","314,670,223","377,439,121","488,403,437","341,643,776","277,563,120","208,462,518","133,303,604","333,292,442","370,445,603","527,823,092","787,414,500","531,576,000"
PeRatio,"34.248","25.709","18.238","24.31","13.714","17.615","17.265","25.378","20.683","22.919","35.667","28.515","34.743",,"35.595","13.711","8.597","16.177",,"27.059","29.538",,"23.929","10.571","10.625","6.766","17.188",
ForwardPeRatio,"27.778","20.964",,,,,,"18.975","16.722","16.807","21.692","21.505","26.81","25.707","27.322",,,,,,,,,,,,,
PegRatio,,,,,,,,"1.898","1.673","1.682","2.709","2.689","3.831","2.282","1.527",,,,,,,,,,,,,
PsRatio,"2.127","1.488","1.072","1.239","0.674","0.747","0.8","0.957","0.776","0.691","0.468","0.54","0.34","0.325","0.449","0.42","0.321","0.476","0.492","0.406","0.37","0.266","0.157","0.09","0.051","0.214","0.719","1.471"
PbRatio,"8.617","6.085","4.327","4.627","2.852","3.277","3.27","3.941","3.395","3.151","2.135","2.531","1.675","1.515","1.6","1.532","1.47","1.963","2.18","1.596","1.391","1.038","0.619","0.335","0.19","0.539","1.469","2.468"
EnterprisesValueRevenueRatio,"2.125","1.43","1.096","1.257","0.749","0.804","0.774","0.936","0.76","0.652","0.452","0.509","0.315","0.317","0.417","0.309","0.238","0.34","0.462","0.383","0.362","0.279","0.167","0.386","0.411","0.385","0.922","1.786"
EnterprisesValueEBITDARatio,"23.113","15.558","13.785","14.628","8.253","9.929","8.698","11.898","9.659","9.134","10.211","10.52","9.586","-22.884","8.859","4.928","3.321","6.641","9.79","55.3","8.53","15.012","5.77","9.353","12.881","4.542","9.487","48.325"
