name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"21,539,917,506","14,985,223,313","18,008,006,703","15,500,797,619","16,028,035,904","16,447,325,532","23,720,236,516","13,200,794,245","10,865,932,731","12,722,188,426","15,450,059,320","13,513,774,746","12,114,420,502","18,225,130,187","17,570,836,684","8,093,741,256","24,663,316,785","27,125,611,914","25,114,975,382","11,978,133,605","11,592,756,735","11,603,944,514","12,357,651,482"
PeRatio,"6.606","4.265","5.103","5.002","6.375","5.486","7.816","8.015","8.202","9.384","15.324","8.853","12.848","232.408","35.724","8.007","6.148","8.607","8.988","12.022",,"11.86","12.576"
ForwardPeRatio,,"3.614","4.505","5.339","6.146",,,,,,"9.775","6.553","5.656","9.699",,,,,,,,,
PegRatio,,"0.682","0.683",,,,,,,,"0.002","0.001","0.049","0.147",,,,,,,,,
PsRatio,"1.508","1.065","1.278","1.201","1.449","1.49","2.062","1.677","1.306","1.463","1.631","1.379","1.241","1.098","0.868","1.138","2.281","2.89","2.662","1.323","1.441","1.396","2.313"
PbRatio,"0.507","0.398","0.456","0.408","0.489","0.522","0.742","0.572","0.447","0.514","0.652","0.613","0.547","1.142","1.139","0.654","1.36","2.241","3.425","1.614","2.104","1.558","2.126"
