name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"1,591,703,512","1,379,590,612","1,611,118,988","3,054,044,095","4,057,401,147","2,957,231,019","1,236,469,607","1,206,714,175"
EnterpriseValue,"1,744,103,512","1,566,290,612","1,523,618,988","3,240,744,095","3,871,801,147","3,343,831,019","1,158,569,607","982,814,175"
PeRatio,,,,"9.059","2.79","26.755",,"11.081"
ForwardPeRatio,,,,"96.154",,,,
PsRatio,"2.828","2.42","2.539","4.363","5.199","2.331","1.018","1.045"
PbRatio,"0.685","0.578","0.577","0.873","1.245","2.44","1.133","1.239"
EnterprisesValueRevenueRatio,"3.06","2.748","2.301","4.366","6.611","3.125","1.01","0.85"
EnterprisesValueEBITDARatio,"-11.558","-10.38","-5.467","-8.665","1.723","9.581","13.076","-106.828"
