name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
MarketCap,"18,156,986,299","16,419,060,772","17,220,901,817","18,006,506,617","15,131,339,966","13,087,141,848","9,589,797,624","10,082,751,484","6,866,376,584","5,863,311,032","6,131,141,080","5,996,300,968","3,849,282,052","3,096,421,661","3,210,565,998","2,522,223,848","1,995,817,413","2,947,731,770","2,544,510,060","2,169,266,032","2,057,213,538","1,370,519,632","1,060,930,702","1,059,262,699","1,001,287,253","899,293,968","721,180,903","1,019,074,423","768,171,467","778,383,794","536,603,546","453,177,020","298,674,290","209,398,831","114,528,987","182,000,453"
EnterpriseValue,"19,068,486,299","17,295,760,772","17,839,301,817","18,504,646,617","15,407,246,966","13,487,504,848","9,958,428,624","10,654,660,484","7,727,751,584","6,410,080,032","6,467,498,080","6,380,917,968","4,316,994,052","3,694,559,661","3,503,324,998","2,848,797,848","2,488,464,413","3,299,705,770","2,633,427,060","2,296,384,032","2,275,256,538","1,538,513,632","1,295,029,702","1,346,110,699","1,249,754,253","1,164,993,968","1,001,880,903","1,265,674,423","1,034,571,467","954,283,794","717,403,546","567,177,020","436,074,290","273,698,831","217,628,987","307,200,453"
PeRatio,"30.577","26.705","30.242","41.975","40.653","30.88","24.141","33.838","24.674","21.764","22.24","86.882","103.4","16.493","20.589","22.25","15.094","19.016","20.089","20.658","24.107","22.241","19.581","32.857","15.859","16.782","13.536","19.593","15.73","18.646","19.143","20.614","16.223","13.048","7.734","25.836"
ForwardPeRatio,"28.818","25.51","26.81","33.67","34.965","28.902",,"28.409","21.978","20.04","19.92","21.459","15.625","13.423","17.575","18.553",,,,,,,,,,,,,,,,,,,,
PegRatio,"2.477","2.326","2.063","2.588","3.05","2.878",,"1.896","1.464","1.337","1.328","1.431","0.976","0.959","1.352","1.628",,,,,,,,,,,,,,,,,,,,
PsRatio,"5.565","4.997","5.636","6.794","6.482","5.264","3.995","4.561","3.323","2.945","2.95","3.067","1.991","1.754","2.12","1.891","1.335","2.183","2.242","2.081","2.24","1.736","1.432","1.473","1.436","1.395","1.15","1.895","1.575","1.695","1.5","1.496","1.071","0.762","0.444","0.838"
PbRatio,"5.127","4.848","6.16","6.605","6.314","6.05","4.654","5.591","4.428","4.104","3.861","3.959","2.628","2.052","2.334","1.989","1.709","2.535","2.666","2.744","2.883","2.315","2.093","2.641","2.756","2.733","2.522","4.269","3.929","5.447","4.914","5.414","5.088","5.644",,
EnterprisesValueRevenueRatio,"5.824","5.283","5.606","6.693","6.552","5.407","4.01","4.658","3.657","3.172","3.011","3.152","2.209","2.01","2.315","2.142","1.671","2.429","2.28","2.271","2.525","1.928","1.745","1.852","1.775","1.779","1.565","2.292","2.179","1.958","1.796","1.838","1.574","1.199","0.953","1.39"
EnterprisesValueEBITDARatio,"19.779","17.94","19.608","25.566","25.739","20.62","15.306","18.232","15.424","12.517","12.651","13.443","20.879","9.836","11.444","11.755","9.583","11.24","10.635","11.042","12.583","10.996","9.941","10.438","8.157","8.357","7.006","9.85","9.5","9.238","8.654","9.148","8.166","6.277","4.825","6.635"
