name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,264,845,273","590,761,760","615,955,570","651,748,445","251,040,867","196,221,685","181,133,481"
PeRatio,"28.44","12.405","18.137","25.827","18.261","15.837","25.902"
PsRatio,"2.619","1.863","3.572","7.342","4.268","4.159","4.827"
PbRatio,"3.811","2.077","2.734","4.046","1.856","1.629","1.721"
EnterprisesValueRevenueRatio,"2.968","1.985","3.675","8.305","4.956","4.933","5.724"
