name,ttm,12/31/2022
MarketCap,"1,395,148,114","231,495,066"
EnterpriseValue,"1,345,641,114","241,719,066"
PeRatio,"19.661","11.884"
ForwardPeRatio,"14.164"
PegRatio,"0.545"
PsRatio,"2.392","0.494"
PbRatio,"5.488","1.299"
EnterprisesValueRevenueRatio,"2.301","0.493"
EnterprisesValueEBITDARatio,"14.992","7.299"
