name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"4,779,860,162","4,752,316,287","6,067,965,696","5,807,014,634","4,788,583,222","4,598,315,903","3,895,234,473","4,047,563,905","4,146,422,023","4,559,345,198","4,028,498,938","4,477,846,536","3,217,617,100","2,580,645,321","2,456,219,148","2,186,391,155","2,259,311,604","2,151,486,072","1,631,562,525","1,662,360,193","1,378,484,438","1,178,176,759","585,007,189","793,397,746"
EnterpriseValue,"6,108,158,162","6,058,480,287","7,087,192,696","6,755,440,634","5,844,955,222","5,879,617,903","4,670,883,473","4,896,597,905","5,130,718,023","5,447,673,198","4,837,046,938","5,393,813,536","3,828,200,100","2,911,066,321","2,576,766,148","2,419,111,155","2,525,764,604","2,160,936,072","1,714,903,525","1,731,896,193","1,358,691,438","1,150,912,759","765,545,189","1,038,822,746"
PeRatio,"39.138","35.172","27.936","26.162","49.196","25.279","18.287","48.275","22.954","24.701","22.057","19.637","23.745","19.702","18.06","16.851","19.031","22.951","23.675","24.035","26.405","23.122","97.55",
ForwardPeRatio,,,,,,,,"19.493","21.231","20.04","20.408","20.243","20.79","17.182","16.103","15.361",,,,,,,,
PegRatio,,,,,,,,"6.095","2.93","2.086","1.66","10.131","3.646","2.167","1.795","1.806",,,,,,,,
PsRatio,"0.951","0.952","1.302","1.338","1.121","1.128","0.99","1.036","1.079","1.206","1.095","1.239","1.058","0.966","0.963","0.847","0.938","1.062","0.906","0.644","0.926","0.838","0.36","0.73"
PbRatio,"3.536","3.457","4.229","4.113","3.543","3.555","3.049","3.411","3.536","3.712","3.469","4.45","3.747","3.255","3.087","3.003","3.56","3.279","2.924","3.22","2.42","2.04","0.987","1.276"
EnterprisesValueRevenueRatio,"1.2","1.19","1.475","1.56","1.332","1.426","1.182","1.249","1.307","1.442","1.29","1.445","1.263","1.05","1.001","0.93","1.046","1.061","0.908","1.009","0.876","0.792","0.576","0.799"
EnterprisesValueEBITDARatio,"17.683","17.539","15.092","15.393","15.346","14.879","12.391","14.724","12.063","12.052","11.373","11.483","11.432","9.809","8.486","8.056","9.372","9.706","9.384","10.918","9.776","8.731","6.352","14.008"
