name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"1,890,545,380","1,581,074,592","1,928,253,782","1,552,947,701","1,330,171,007","1,246,091,014","1,737,956,887","2,042,795,960","1,250,867,350","658,622,818","356,688,042","301,475,114","219,558,800"
EnterpriseValue,"1,677,198,380","1,423,206,592","1,980,687,782","1,527,048,701","1,391,906,007","1,320,958,014","1,783,397,887","1,951,301,960","1,196,352,350","608,988,818","310,622,042","274,412,114","153,947,800"
PeRatio,"1,727","68.491","54.045","19.311","10.44","12.102","18.153","36.227","51.531","16.39",,,
ForwardPeRatio,"20.161",,,,,"13.477","13.175","23.148",,,,,
PsRatio,"3.156","2.712","3.236","2.799","2.828","3.135","4.699","7.636","7.722","4.747","3.796","81.17","84.494"
PbRatio,"2.052","1.736","2.269","1.916","1.876","2.236","4.119","8.126","8.947","6.018","5.395","24.209","3.814"
EnterprisesValueRevenueRatio,"2.761","2.343","2.968","2.634","2.675","3.363","4.361","6.456","5.564","4.13","3.352","22.832","104.019"
EnterprisesValueEBITDARatio,"18.627","15.806","12.916","11.82","6.611","7.469","10.786","17.688","20.677","29.998","-82.921","-3.279","-3.68"
