name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"6,707,151,691","8,186,498,988","4,335,992,465","3,865,163,124","1,475,695,502","627,816,235","345,817,165","439,160,052","493,479,661","414,024,498","309,664,501","199,430,556","94,021,925","69,388,559","139,836,871","178,310,347","142,326,332","233,105,531","323,760,979","175,568,512","275,164,717"
EnterpriseValue,"6,848,098,691","8,395,730,988","4,207,319,465","3,653,864,124","1,205,913,502","514,373,235","177,412,165","161,893,052","444,612,661","316,039,498","231,168,501","150,559,556","45,150,925","12,113,559","69,182,871","68,542,347","90,099,332","122,055,531","245,039,979","104,526,512","179,959,717"
PeRatio,,,,,,,,,,,,,,,,"6.929",,,,,
PsRatio,"834.683","1,019.489","26.951","155.595","23.563","19.304","15.507","8.196","6.067","9.835","5.496","19.735","9.486","15.299","52.039","2.069","11.334","16.525","55.257","20.841","21.697"
PbRatio,,,,"15.521","9.864",,"6.642","2.991","5.932","6.152","4.206","5.017","1.316","1.267","1.983","1.758","2.86","2.333","3.783","2.484","2.712"
EnterprisesValueRevenueRatio,"909.442","1,114.971","44.48","51.881","21.601","19.144","5.632","12.11","4.178","11.028","4.925","4.913","5.973","3.028","26.846","0.841","7.254","8.96","78.363","11.729","13.388"
EnterprisesValueEBITDARatio,"-14.995","-18.384","-12.673","-19.89","-13.896","-5.529","-2.125","-1.487","22.351","-8.625","-16.33","-4.523","-1.135","-0.26","-1.46","2.527","-1.686","-2.275","-4.195","-2.514","-5.119"
