name,ttm,12/31/2023,12/31/2022
MarketCap,"37,031,355,707","37,817,846,850","36,440,605,814"
EnterpriseValue,"47,803,823,915","49,754,090,122","47,192,553,853"
PeRatio,"28.224","24.002","22.045"
ForwardPeRatio,"17.953","16.921","16.892"
PegRatio,"1.648","2.942",
PsRatio,"2.614","2.421","3.592"
PbRatio,"1.774","1.814","1.139"
EnterprisesValueRevenueRatio,"4.23","4.402","4.346"
EnterprisesValueEBITDARatio,"20.333","21.272","21.818"
