name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"1,238,289,284","574,089,321","779,277,818","538,767,136","461,348,554","839,623,349","1,045,174,774","1,077,794,673","1,114,866,151","758,084,835","1,109,995,560","1,100,615,564","935,336,849","1,002,917,186"
EnterpriseValue,"2,002,289,284","1,559,008,029","942,626,945","776,146,891","749,313,232","1,026,267,857","1,168,354,161","1,241,239,329","1,304,684,747","1,097,698,242","1,411,007,941","1,087,690,731","886,565,703","1,136,250,519"
ForwardPeRatio,"17.452","9.97","6.693",,,,,,,,,,,
PsRatio,"0.503","0.253","0.541",,,,,,,,,,,
PbRatio,"1.175","0.509","0.753",,,,,,,,,,,
EnterprisesValueRevenueRatio,"0.811","0.688","0.9","0.808","0.627","0.503","0.682","0.798","1.15","0.667","0.825","0.774","0.59","0.92"
EnterprisesValueEBITDARatio,"7.342","5.611","10.592","5.317","3.74","3.174","4.745","5.448","104.701","6.084","7.125","8.534","5.614","8.758"
