name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003
MarketCap,"78,961,117,641","53,463,403,973","43,882,688,944","49,778,121,890","33,239,256,326","48,878,800,630","59,040,041,419","51,012,624,217","41,505,178,318","52,412,073,696","58,575,890,948","54,278,637,669","45,646,095,272","42,941,341,783","46,490,693,564","26,604,805,533","50,879,888,474","67,618,170,712","81,998,495,052","39,911,158,400","40,468,988,000","10,620,742,700"
PeRatio,"14.352","8.613","7.456","10.393","5.105","7.525","7.874","9.813","6.624","8.545","8.367","10.7","10.641","7.72","6.266",,"11.311","11.546","13.983",,"20.348",
ForwardPeRatio,"11.274","7.843","7.289","8.795","5.777","7.559","9.042","7.716","5.705",,"5.51","6.207","8.163","8.666",,,,,,,,
PegRatio,"1.187","1.286","0.911",,,"3.436","7.533","1.754","0.906",,,,,"0.538",,,,,,,,
PsRatio,"3.015","1.931","1.614","1.448","0.934","1.182","1.378","1.303","1.093","2.099","2.012","1.832","1.401","1.03","1.177","1.096","1.683","2.768","3.352","1.321","1.372","0.404"
PbRatio,"0.858","0.579","0.429","0.479","0.32","0.517","0.606","0.618","0.497","0.751","0.836","0.927","0.788","0.705","0.765","1.077","1.459","1.816","2.156","1.542","1.374","0.517"
