name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989
MarketCap,"23,459,847,924","29,853,484,563","46,523,981,861","51,162,453,552","37,422,419,565","49,637,248,251","72,662,664,309","69,123,235,755","84,426,090,729","86,546,477,042","96,952,520,745","138,720,229,483","137,370,316,473","148,285,386,752","122,694,829,674","91,426,906,104","156,779,541,821","141,915,016,846","125,647,821,746","181,619,582,733","163,150,799,881","124,222,835,806","125,583,582,882","176,508,940,235","340,790,281,984","58,191,366,403","31,202,998,538","13,529,422,171","11,461,920,001","10,094,075,256","7,843,999,800","5,916,347,736","5,625,054,396","6,387,540,004","5,725,080,003","5,850,000,004"
EnterpriseValue,"79,924,265,121","96,027,926,612","108,936,296,682","113,329,010,218","102,592,911,961","83,588,814,978","111,974,304,643","111,921,482,362","129,578,609,607","116,790,814,746","134,931,016,053","182,203,860,304","180,768,423,127","198,673,027,932","175,417,307,256","143,709,759,276","207,343,382,109","182,035,532,788","155,926,674,941","197,354,664,322","178,794,896,251","146,093,883,598","127,140,459,737","186,231,323,527","351,374,216,261","60,620,304,944","33,071,182,738","14,644,101,311","11,707,129,124","10,352,398,778","7,678,697,473","5,688,882,516","5,512,338,498","6,383,294,992","5,697,540,464","5,824,881,199"
PeRatio,"2.07","13.907",,"18.388",,,,,,"45.478","2.896",,"13.306","11.84","9.454","20.929","11.878",,,,,,,,"193.745","56.861","44.458","22.64","29.14","26.304","21.382","17.828","17.486","18.033","94.625","55.789"
ForwardPeRatio,"13.106","10.684","13.986","15.576","11.236","16","20.202","29.762","40.984","322.581","26.738","34.965",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.606",,,,"0.372","1.091",,,"0.613","4.867","0.372","2.19",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.479","0.626","0.982","1.044","0.815","0.984","1.359","1.332","1.286","1.603","1.376","2.131","2.037","2.057","1.838","1.57","2.23","2.703","2.57","2.823","2.687","2.662","3.646","10.435","12.119","10.761","7.542","4.714","5.981","5.418","6.151","5.961","5.511","8.234","8.94","14.422"
PbRatio,"0.352","0.493","0.756","0.76","0.576","0.729","0.886","0.892","0.884","0.888","0.709","1.246","1.071","1.054","0.901","0.741","1.013","1.068","0.846","0.968","0.791","0.611","0.634","0.868","1.519","44.351","66.041","10.728","9.151","7.65","7.549","6.641","7.148","14.454","17.122","19.182"
EnterprisesValueRevenueRatio,"1.787","2.101","2.39","2.587","2.281","1.914","2.404","2.35","2.601","2.414","2.907","4.037","3.88","3.804","3.514","3.245","4.651","3.972","3.702","5.074","3.562","3.325","3.403","7.671","26.773","12.051","8.622","5.93","6.872","7.363","7.007","6.881","6.735","8.242","10.315","15.805"
EnterprisesValueEBITDARatio,"2.867","3.31","5.35","5.395","5.861","9.504","7.229","7.18","10.174","8.22","30.952","34.847","12.245","9.626","8.998","10.498","10.149","34.855","-13.154","10.106","9.353","9.518","22.217","24.162","84.481","35.408","24.066","14.208","15.832","18.201","13.424","11.638","11.803","14.928","21.077","32.881"
