name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"2,589,570,767","1,186,891,691","2,063,614,685","7,048,084,045"
EnterpriseValue,"6,118,370,767","4,103,591,691","3,590,814,685","7,048,202,045"
PeRatio,"1.802",,"0.35","2.115"
PsRatio,"0.347","0.193","0.15","0.809"
PbRatio,"0.66","0.462","0.355","2.224"
EnterprisesValueRevenueRatio,"0.82","0.668","0.26","0.817"
EnterprisesValueEBITDARatio,"2.089","-4.262","0.399","1.487"
