name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021
MarketCap,"53,827,978,680","65,336,130,040","50,577,834,200","86,184,754,429","13,813,215,000"
EnterpriseValue,"52,266,616,680","62,073,968,040","46,889,228,200","82,497,815,429","9,265,218,000"
ForwardPeRatio,"185.185","175.439","322.581",,
PegRatio,"7.357","2.554","1.802",,
PsRatio,"15.888","24.314","26.525","79.156","157.653"
PbRatio,"18.375","13.253","9.348","17.214","15.79"
EnterprisesValueRevenueRatio,"15.308","23.685","25.204","80.406","18.937"
EnterprisesValueEBITDARatio,"-76.566","-62.638","-60.212","-118.952","-17.347"
