name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"12,599,265,883","11,993,696,689","6,752,285,680","3,899,943,098","2,741,757,448","1,959,800,886"
EnterpriseValue,"11,353,140,883","10,667,795,689","5,566,137,680","3,409,059,098","2,399,745,448","1,798,415,886"
PeRatio,"0.161"
PsRatio,"18,639.454","1,927.27","141.345",,,
PbRatio,"10.045","9.07","5.722","7.524","7.674","12.058"
EnterprisesValueRevenueRatio,"17,359.543","16,311.614","523.281","92.226",,
EnterprisesValueEBITDARatio,"-23.025","-21.635","-19.289","-23.782","-35.101","-41.868"
