name,ttm,12/31/2023,12/31/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004
MarketCap,"5,479,226,877","5,508,498,618","3,434,620,023","3,347,976,000","2,143,830,000","2,299,292,121","2,464,953,882","3,468,652,633","2,519,609,531","1,617,701,240","1,258,527,881","1,802,892,193","1,339,816,591","738,004,170","665,322,411","723,012,495","700,096,991","452,473,248","887,857,636","871,157,921","432,073,645"
EnterpriseValue,"8,317,426,877","8,460,298,618","6,126,720,023","5,581,276,000","5,319,822,000","5,615,115,121","5,849,087,882","4,649,071,633","3,673,235,531","1,891,481,240","1,547,509,881","2,050,726,193","1,587,933,591","922,093,170","887,601,411","993,709,495","1,051,627,991","864,237,248","1,167,513,636","960,488,921","556,862,645"
PeRatio,"11.795",,,"20.675",,,"29.185","30.325","31.871","29.009","22.351","24.58","17.054","12.591","19.427","13.896","17.356","15.969","19.454","27.211",
ForwardPeRatio,"12.063","12.3","10.235","10.267","13.87","11.669","9.166","18.553","17.036","18.657","14.389","17.825","15.106","11.765",,,,,,,
PegRatio,,,,,,,,,,,"0.678","0.84","0.711","0.612",,,,,,,
PsRatio,"0.603","0.637",,"0.444","0.307","0.328","0.423","0.735","0.65","0.663","0.556","0.842","0.667","0.411","0.417","0.419","0.394","0.289","0.673","1.052","0.45"
PbRatio,"3.005","3.148","1.85","2.043","1.271","1.251","1.341","2.477","1.984","1.898","1.586","2.498","2.231","1.371","1.419","1.707","1.909","1.438","3.226","4.874","11.298"
EnterprisesValueRevenueRatio,"0.912","0.928","0.727","0.84","0.899","0.936","0.911","1.062","0.89","0.752","0.665","0.915","0.777","0.507","0.551","0.573","0.589","0.525","0.778","1.129","0.853"
EnterprisesValueEBITDARatio,"9.362","9.523","7.103","9.761","12.931","13.722","14.403","13.98","12.036","12.449","11.982","12.806","9.451","7.159","8.763","7.118","8.155","8.418","9.408","13.827","13.388"
