name,ttm
MarketCap,"1,765,924,543"
EnterpriseValue,"2,765,479,543"
ForwardPeRatio,"24.753"
PegRatio,"1.359"
PsRatio,"0.683"
PbRatio,"3.349"
EnterprisesValueRevenueRatio,"1.07"
EnterprisesValueEBITDARatio,"202.066"
