name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019
MarketCap,"22,064,729,188","15,487,934,456","16,451,257,263","17,109,840,603","20,907,674,781","16,222,927,657","22,706,757,960"
EnterpriseValue,"26,148,729,188","19,835,934,456","20,522,257,263","20,169,840,603","23,595,674,781","20,345,927,657","26,638,757,960"
PeRatio,"11.509","10.101","14.902","14.776","10.445","12.484","15.963"
ForwardPeRatio,"11.947","8.703","10.288","8.354","12.937","11.186","14.124"
PegRatio,"8.533","1.037",,"3.438","12.095","11.772",
PsRatio,"1.551","1.125","1.162","1.234","1.699","1.341","2.011"
PbRatio,"1.907","1.4","1.561","1.46","1.83","1.605","2.636"
EnterprisesValueRevenueRatio,"1.824","1.425","1.376","1.458","1.897","1.641","2.364"
EnterprisesValueEBITDARatio,"7.566","6.729","8.421","8.623","6.806","8.125","10.685"
