name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"32,553,727,810","27,956,362,315","14,857,134,395","42,554,978,000","23,453,553,600","5,120,951,380"
EnterpriseValue,"32,315,186,810","27,801,178,315","14,788,445,395","41,988,972,000","22,823,707,600","4,486,384,380"
ForwardPeRatio,"163.934","153.846","277.778",,,
PegRatio,,"2.144",,,,
PsRatio,"24.807","22.843","16.392","68.796","58.201","19.802"
PbRatio,"42.663","40.19","25.124","49.88","28.379","6.916"
EnterprisesValueRevenueRatio,"24.92","21.439","15.164","63.966","52.948","15.631"
EnterprisesValueEBITDARatio,"-893.425","-768.625","-177.29","-317.773","-450.865","-60.527"
