name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"871,937,309","825,556,399","799,099,805","1,994,282,013","1,781,731,780","1,148,320,556","1,897,614,845","2,337,346,104","2,908,596,553","2,030,345,574","1,604,544,540","1,812,350,808","1,487,995,257","1,148,142,177","654,037,337","434,831,740","187,347,535","354,225,617"
EnterpriseValue,"2,948,390,309","3,021,270,399","3,230,293,805","4,431,645,013","3,565,590,780","3,059,206,556","3,946,751,845","4,167,663,104","4,216,474,553","2,963,268,574","2,643,874,540","2,664,642,808","2,106,465,257","1,528,023,177","1,033,047,337","834,442,740","690,588,535","853,419,617"
PeRatio,,,,"24.008","13.728","6.641","10.108","23.433","25.465","28.242","33.222","41.864","23.592","22.287","20.493","20.864","20.377","18.907"
ForwardPeRatio,"11.198","11.287","9.452","14.925","11.403","11.521","14.706","15.361","18.182","16.447","15.528","18.215","18.692","18.939","15.748",,,
PegRatio,,,,,,,,,"4.544","4.11","1.294","1.518","1.558","1.67","1.852",,,
PsRatio,"0.399","0.361","0.367","1.005","0.925","0.713","1.11","1.458","2.033","2.258","1.956","2.608","2.214","2.177","1.291","0.728","0.407","0.715"
PbRatio,"1.044","0.982","0.95","2.401","2.113","1.362","2.279","2.954","3.614","4.35","4.543","5.205","4.12","4.84","2.836","1.927","1.374","2.15"
EnterprisesValueRevenueRatio,"1.43","1.465","1.493","2.155","1.812","1.842","2.321","2.531","3.073","3.066","3.118","3.676","3.323","2.81","2.012","1.666","1.418","1.811"
EnterprisesValueEBITDARatio,"17.084","17.506","15.878","14.901","10.054","11.167","10.271","14.42","14.601","14.741","19.189","18.154","13.381","11.78","9.884","8.993","7.457","8.74"
