name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
MarketCap,"16,116,034,427","15,846,800,060","11,195,459,471","9,165,505,979","14,942,530,795","6,998,205,206","7,987,661,106","9,104,785,554","8,062,199,285","6,648,255,139","8,414,873,941","10,289,857,838","8,848,140,157"
EnterpriseValue,"18,389,034,427","17,967,800,060","13,729,459,471","11,286,505,979","15,465,530,795","8,130,205,206","7,885,661,106","7,288,785,554","6,608,199,285","5,065,255,139","6,407,873,941","7,102,857,838","7,309,140,157"
PeRatio,"48.823","76.73","42.87","18.917",,,,,,,"33.905","20.057",
ForwardPeRatio,"30.581","30.121","23.585","16.556","39.526","36.63","35.714","28.818","37.037","20.284","30.212","38.76",
PegRatio,"2.149","1.336","13.782","1.248","1.186",,"2.505","1.457","2.693","1.753","3.074",,
PsRatio,"1.706","1.64","1.134","0.925","1.639","0.736","0.794","1.098","0.993","0.818","0.954","1.169","1.015"
PbRatio,"2.082","2.007","1.396","1.102","1.757","0.898","0.879","0.953","0.739","0.581","0.67","0.775","0.708"
EnterprisesValueRevenueRatio,"1.809","1.807","1.357","1.106","1.76","0.851","0.766","0.867","0.798","0.611","0.738","0.822","0.834"
EnterprisesValueEBITDARatio,"12.367","14.632","11.887","7.55","5.661","7.48","6.113","7.476","7.27","6.987","8.132","136.593","9.904"
