name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
MarketCap,"14,927,964,846","21,012,372,525","22,714,897,078","25,190,450,000","26,582,010,000","31,545,800,000","24,813,410,260","24,633,595,210","21,470,743,127","20,950,923,290","19,761,416,927","21,275,809,635","15,208,451,845","6,825,875,980","6,411,501,352","2,329,595,452","421,608,116","4,457,565,017","5,078,609,673","9,019,719,901","9,730,150,471","3,595,318,272","49,570,686","668,213,280","1,260,628,016","1,278,084,500","794,908,250","271,837,962","42,487,500","41,300,028","18,398,000"
EnterpriseValue,"24,244,964,846","30,644,372,525","32,834,897,078","34,271,450,000","34,859,010,000","39,826,800,000","31,333,929,260","31,292,611,210","27,000,451,127","26,204,345,290","24,426,902,927","24,270,220,635","17,122,732,845","8,924,434,980","9,042,401,352","5,022,719,452","3,292,653,116","5,332,694,017","5,810,237,673","9,182,125,901","9,622,550,471","3,240,238,272","1,077,378,686","942,261,280","1,863,415,016","1,776,338,500","1,047,691,250","343,058,151","40,927,686","39,200,028","18,398,000"
PeRatio,"12.141","17.094","20.138","79.375","27.696","35.75","28.55","29.778","34.231","45.222","50","49.857","5.667","45.5","163.01",,,,,,,,,,,,,,,,
ForwardPeRatio,"12.739","16.722","17.182","18.904","22.727","28.571","21.552","22.831","26.178","26.247","30.395","32.051","26.11","26.596","62.112",,,,,,,,,,,,,,,,
PegRatio,"1.352","1.373","1.515","0.418","1.433","2.311",,"1.521","1.745","1.313","1.217","1.283","1.044","0.409","1.245",,,,,,,,,,,,,,,,
PsRatio,"1.687","2.385","2.606","3.105","3.61","4.553","4.638","4.794","4.598","4.987","5.311","6.214","5.839","3.985","3.698","0.87","0.156","4.807","9.499","47.564","141.174","203.069","61.578",,,,,,"391.875","417.416",
PbRatio,,,,,,,,,,"343.954","16.841","7.506","3.765","11.107","30.88","62.299","49.531",,,"15.692","9.724","2.713","1.345","2.071","3.677",,"10.197",,"21.342","18.773",
EnterprisesValueRevenueRatio,"2.708","3.423","3.647","3.941","4.336","5.11","5.43","5.768","5.382","5.734","5.842","6.388","5.033","2.96","3.21","2.031","1.979","5.783","9.118","37.904","143.934","251.728","1,338.359",,,,,,,"392","183.98"
EnterprisesValueEBITDARatio,"9.545","12.065","12.571","13.578","25.151","18.866","15.123","16.392","15.959","17.908","17.879","22.163","17.019","8.801","14.529","17.999","-0.664","-13.125","-6.04","-12.568","-16.507","-5.412","-5.13","-5.909","-18.861","-39.339","-32.967","-124.251","-1.288","-19.311","-6.655"
