name,ttm,04/30/2024,04/30/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017
MarketCap,"3,219,741,992","3,678,040,080","2,398,195,646","2,063,815,134","1,882,720,830","782,142,520","711,407,500","1,279,710,040","1,480,495,444"
EnterpriseValue,"4,917,150,992","4,814,503,080","3,586,770,646","3,450,616,134","2,851,253,830","1,933,654,520","1,870,910,500","1,848,255,040","2,082,172,444"
PeRatio,"15.192","12.922","7.482","9.116","63.348","9.623","15.322","19.475","33.992"
ForwardPeRatio,"10.132","11.013","8.826","6.671","11.508","6.794","5.777","11.025","17.637"
PsRatio,"0.597","0.708","0.47","0.492","0.6","0.238","0.248","0.528","0.663"
PbRatio,"2.191","2.592","1.933","2.044","2.474","1.106","1.123","2.252","2.967"
EnterprisesValueRevenueRatio,"0.88","0.893","0.675","0.807","0.909","0.595","0.63","0.742","0.933"
EnterprisesValueEBITDARatio,"9.186","8.123","5.583","7.261","12.772","6.646","8.02","9.672","12.723"
