name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"2,765,471,205","2,676,298,602","2,839,573,338","2,715,361,976","3,695,427,338","2,884,565,583"
EnterpriseValue,"4,045,297,205","3,895,111,602","4,149,214,338","3,995,018,976","4,991,668,338","4,061,671,583"
PeRatio,"35.278","33.284","52.125","35.35","40.885","1,395.459"
ForwardPeRatio,"23.641","22.075","24.155","28.249","37.879","38.314"
PsRatio,"0.708","0.694","0.85","0.907","1.269","1.152"
PbRatio,"2.268","2.225","2.627","2.732","4.158","3.952"
EnterprisesValueRevenueRatio,"1.019","0.981","1.16","1.297","1.592","1.587"
EnterprisesValueEBITDARatio,"18.818","18.119","23.971","24.509","30.337","36.161"
