name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"2,105,617,981","2,141,235,399","2,289,099,307","2,227,109,431","1,713,154,667","1,673,549,141","1,333,560,475","1,589,973,944","1,835,671,512","1,387,132,141","1,361,919,463","1,311,094,756","996,077,430","1,002,309,220","1,119,040,533","876,298,086","1,001,955,242","900,715,152","1,378,231,371","1,446,467,132","1,937,321,683","1,557,702,511","1,362,642,764","1,293,009,376","966,743,712","935,135,994","958,787,062","828,452,096","378,402,064","341,054,202","305,870,915","273,019,350","285,428,721","177,284,477","101,024,828"
PeRatio,"16.75","16.007","15.167","13.87","16.18","15.751","12.329","19.66","21.179","16.481","17.661","17.221","13.244","15.025","16.113","12.216","73.969","40.313","14.732","15.855","21.44","18.046","16.065","16.622","18.01","20.557","23.251","22.031","15.682","16.726","16.394","16.087","17.67","12.09","7.584"
ForwardPeRatio,"16.921","18.051","16.34","17.301","16.921","14.409","11.468","17.212","21.186",,,"15.552","13.85","13.423",,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"3.792","3.647",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.558","4.57","4.818","4.846","3.984","4.239","3.74","4.951","5.95","4.57","4.59","4.449","3.259","3.171","3.133","2.979","3.899","2.988","4.983","5.373","7.428","6.073","5.367","5.469","5.969","6.763","7.344","6.698","4.681","4.761","4.687","4.249","4.467","3.013","1.762"
PbRatio,"1.838","1.972","2.209","2.085","1.685","1.75","1.648","2.094","2.444","1.938","1.979","2.072","1.532","1.515","1.725","1.412","1.832","1.553","2.469","2.567","3.444","2.868","2.676","2.761","3.143","3.903","4.068","3.728","2.54","2.605","2.683","2.507","3.04","2.121","1.367"
