name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"5,856,130,552","4,972,471,119","3,182,656,750","5,834,307,201","11,317,101,764","3,702,037,278","1,481,436,267","945,156,265","806,526,308"
EnterpriseValue,"4,401,070,552","3,474,231,119","1,528,836,750","3,562,322,201","10,000,321,764","3,113,952,278","994,141,267","827,531,265","688,901,308"
PeRatio,"22.546",,,"15.402",,,,,
ForwardPeRatio,"23.365"
PsRatio,"15.619","29.047","248.577","6.582","128.673","15.692","36.516","87.157","262.568"
PbRatio,"3.11","2.878","1.633","2.322","8.425","6.255","3.55","5.326",
EnterprisesValueRevenueRatio,"11.895","9.39","3,506.506","3.901","18,416.799","10.753","318.227","20.185","133.405"
EnterprisesValueEBITDARatio,"-21.712","-17.14","-2.356","9.1","-28.965","60.506","-6.396","-13.429","-50.127"
