name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010
MarketCap,"1,287,859,383","917,042,161","478,523,554","536,770,162","999,350,624","546,114,643","794,913,955","598,601,825","189,467,436","161,728,397","287,785,132","242,582,753","370,011,241","409,022,135","615,088,776","518,752,189"
EnterpriseValue,"1,269,903,383","885,700,161","416,852,554","432,421,162","905,590,624","458,733,643","727,909,955","560,035,825","150,901,436","121,976,397","238,246,132","203,851,753","353,608,241","401,790,135","553,919,776","456,590,189"
PeRatio,,,,"201.2","46.45","28.27","12.886","70.556",,,,,,"23.15","23.6","25.022"
ForwardPeRatio,"22.883","36.101","27.624","20.121","25.773","20.921","21.413","19.841",,,,,"7.179","9.833","21.978",
PegRatio,,,,,,,"0.857","0.794",,,,,"0.598","1.28","1.465",
PsRatio,"1.645","1.661","0.797","0.936","1.864","1.126","1.871","1.637","0.639","0.551","1.024","0.82","1.185","1.176","1.582","0.977"
PbRatio,"5.859","4.266","1.682","1.781","3.463","2.191","3.737","4.575","1.601","1.286","2.086","1.011","1.338","1.161","1.731","1.789"
EnterprisesValueRevenueRatio,"1.652","1.624","0.699","0.737","1.664","0.926","1.637","1.496","0.508","0.421","0.855","0.701","1.122","1.06","1.374","1.364"
EnterprisesValueEBITDARatio,"338.01",,"633.515","22.406","21.233","14.298","33.74","33.058","-96.423","-33.751","97.923","8.739","-6.264","6.187","7.233","7.657"
