name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021
MarketCap,"1,564,755,220","1,508,829,754","1,441,599,798","1,524,234,756","1,636,461,640"
EnterpriseValue,,,,"3,137,828,300","1,636,461,640"
PeRatio,"9.128","19.836",,"14.427","289.75"
PsRatio,"51.026","19.928",,"14.415","65.981"
PbRatio,"1.068","0.314","0.988","0.714","0.974"
EnterprisesValueRevenueRatio,"84.266","63.631",,"29.812","139.329"
