name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
MarketCap,"1,486,715,303","1,635,356,142","1,382,920,278","1,236,517,087","1,098,045,245","1,335,960,291","1,119,348,121","1,053,748,416","1,014,488,139","692,825,012","705,101,288","729,714,178","516,939,912","501,954,584","561,738,215","510,913,345","562,832,358","548,442,342","715,173,746","650,832,221","601,151,185","583,551,507","470,746,178","203,390,672","97,105,620","236,182,786","546,292,500","269,934,000","141,795,500","126,953,022","106,485,381","98,008,264","62,321,562","32,187,009","28,849,463","29,844,272","41,761,290","29,241,570"
PeRatio,"13.185","14.1","14.823","14.79","12.577","17.399","15.223","17.616","20.119","12.713","14.229","15.759","13.352","12.789","14.668","12.056","19.989","11.243","13.721","12.932","13.178","13.589","14.874",,,"37.838","104.839","20.792","14.019","17.952","22.624","24.444","16.535","15.476","14.948","18.908","27.699","34.719"
ForwardPeRatio,"13.774","15.748","13.21","16.208","17.391","15.65",,"17.794","20.04","14.368","14.728","14.556","11.025","13.072","15.244",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,"2.222",,,"1.841","1.819","1.378","1.635","1.907",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"5.291","5.768","5.955","5.883","4.8","6.093","5.443","5.651","5.864","4.103","4.125","4.142","3.429","3.502","3.798","3.352","4.546","3.741","4.666","4.403","4.649","4.747","3.995","1.518","0.744","1.493","3.123","3.286","2.705","3.096","3.876","4.572","2.652","1.871","2.046",,,
PbRatio,"2.196","2.68","2.511","1.819","1.586","2.057","2.185","2.106","2.352","1.654","1.8","1.93","1.551","1.616","1.784","1.658","2.007","1.865","2.397","2.241","2.782","3.06","2.846","1.39","0.491","1.19","2.482","2.539","1.786","1.796","2.182","2.09","1.416","1.032","0.991","1.122",,
