name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"1,830,268,561","1,550,628,639","1,169,062,171","1,033,302,191","802,647,201","1,735,949,647","1,133,104,047","1,595,312,281","1,388,542,938","1,548,764,760","1,318,864,480","1,527,598,800","1,417,291,750","739,027,500","1,702,770,000","1,078,473,750","803,818,293","2,015,728,952","1,728,391,191","1,236,129,155","1,536,965,175"
EnterpriseValue,"4,225,759,561","3,925,801,639","3,476,516,171","3,270,947,191","3,039,321,201","4,084,804,647","3,101,426,047","3,146,401,281","2,737,555,938","3,186,011,760","2,957,778,480","3,118,998,800","3,075,418,750","2,683,787,500","3,434,681,000","2,990,348,750","3,178,811,293","4,207,467,952","3,435,318,191","2,989,608,155","2,986,666,175"
PeRatio,"20.167","14.462","5.209",,,"16.907","12.687","13.136","9.34","10.166","11.48","12.504","7.199","5.627","10.248","5.263","4.42","12.048","8.366","5.505","5.83"
ForwardPeRatio,"11.186","9.479","7.559","7.547","19.608",,"8.354","14.225","10.917",,,"9.95","7.082","6.662","11.39",,,,,,
PsRatio,"2.24","2.025","2.135","2.148","1.427","3.81","2.776","4.296","4.182","5.145","4.529","6.288","4.433","2.322","5.065","2.741","1.69","5.067","3.968","2.832","3.139"
PbRatio,"1.761","1.487","1.091","1.123","0.865","1.556","0.92","1.448","1.227","1.307","1.115","1.285","1.425","0.881","2.054","1.439","1.554","3.28","3.024","2.282","2.325"
EnterprisesValueRevenueRatio,"5.617","5.218","5.186","6.371","6.452","8.902","7.407","8.261","6.629","7.833","9.032","11.515","9.62","9.094","11.149","8.662","6.69","9.552","8.09","6.833","6.07"
EnterprisesValueEBITDARatio,"9.064","8.42","6.943","8.322","136.317","11.925","11.021","11.246","8.759","9.429","11.161","13.951","9.308","9.677","11.398","8.797","8.61","12.794","11.396","14.461","7.823"
