name,ttm,06/30/2024,06/30/2023,06/30/2022
MarketCap,"4,107,000,556","2,263,268,676","4,178,585,888","4,547,648,014"
EnterpriseValue,"4,022,035,556","2,187,179,676","4,112,371,888","4,856,886,014"
ForwardPeRatio,"37.313","28.249","52.91","131.579"
PegRatio,"1.575","1.132",,
PsRatio,"5.998","3.572","7.939","11.189"
PbRatio,"3.16","1.753","3.251","3.515"
EnterprisesValueRevenueRatio,"5.925","3.471","7.853","11.951"
EnterprisesValueEBITDARatio,"41.875","31.306","161.08","-641.004"
