name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"2,689,415,570","2,757,770,283","2,362,149,822","4,660,043,149","11,456,389,906","2,577,953,120","1,707,208,031","1,898,347,128"
EnterpriseValue,"2,807,765,570","2,867,072,283","2,329,606,822","4,527,735,149","11,266,361,906","2,416,591,120","1,740,373,031","1,883,588,128"
PsRatio,"4.911","5.225","5.251","13.346","37.967","9.638","7.545","11.865"
PbRatio,"51.383","40.572","13.71","18.17","38.478","16.871","20.866","38.227"
EnterprisesValueRevenueRatio,"5.148","5.257","4.978","12.262","36.991","9.282","7.676","10.658"
EnterprisesValueEBITDARatio,"-34.708","-35.441","-16.492","-55.386","-428.95","-53.96","-37.035","-65.205"
