name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"10,453,100,896","7,547,280,173","4,117,092,215","5,155,912,051","3,935,028,153","2,540,096,770","1,880,570,514","1,134,121,813","850,635,329","651,936,761"
EnterpriseValue,"11,077,591,896","8,181,164,173","4,659,057,215","5,574,871,051","4,214,038,153","2,846,905,770","2,092,397,514","1,269,717,813","1,004,240,329","741,719,761"
PeRatio,"151.617","111.557","97.603","178.144","120.5","128.701","61.721","54.139","58.02","83.453"
ForwardPeRatio,"117.647","89.286","72.464","96.154","96.154","98.039",,"52.083","46.296",
PegRatio,"5.367","3.955","6.019","8","8.004","8.166",,,,
PsRatio,"23.123","17.566","12.697","18.881","16.526","13.68","15.804","11.18","9.836","8.641"
EnterprisesValueRevenueRatio,"24.079","17.783","13.032","19.734","16.937","14.258","13.66","9.524","9.719","9.513"
EnterprisesValueEBITDARatio,"88.074","65.046","45.927","68.124","82.236","58.839","50.586","34.087","34.203","33.708"
