name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"1,007,176,902","976,400,410","1,221,437,163","1,283,673,340","752,771,560","532,974,600","463,638,240","546,201,194","558,480,281","420,968,320","267,603,720"
EnterpriseValue,"864,696,902","812,257,410","1,098,317,163","1,100,744,340","598,845,560","412,774,600","340,085,240","422,309,194","441,715,281","420,175,320","266,810,720"
PeRatio,"25.509","25.327","32.608","14.417","75.846",,,,,,"3.206"
ForwardPeRatio,"16.556","14.837","19.011","25.84","19.084","27.933","312.5","128.205","98.039",,
PegRatio,,,,,,,"13.565","5.594","4.251",,
PsRatio,"4.058","3.847","4.807","5.46","3.514","2.412","1.994","2.229","2.418","2.161","1.495"
PbRatio,"4.845","4.958","7.629","6.305","6.185","5.217","4.68","6.165","6.827","5.201","2.533"
EnterprisesValueRevenueRatio,"3.435","3.227","3.918","4.402","2.655","1.941","1.464","1.794","1.943","2.141","1.486"
EnterprisesValueEBITDARatio,"18.017","16.924","17.782","25.776","19.603","-67.151","-18.357","-484.3","-34.128","-13.161","-12.093"
