name,ttm,12/31/2023,12/31/2022
MarketCap,"1,228,324,437","1,351,617,371","1,359,764,128"
EnterpriseValue,"2,508,924,437","2,482,417,371","1,922,567,128"
PeRatio,"93.913","10.787","114.606"
ForwardPeRatio,"16.155",,"38.76"
PsRatio,"0.551","0.461","0.553"
PbRatio,"1.115","1.081",
EnterprisesValueRevenueRatio,"1.128","0.846","1.023"
EnterprisesValueEBITDARatio,"7.022","3.467","3.744"
