name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005
MarketCap,"3,728,759,688","3,817,692,998","3,553,484,005","3,056,375,087","3,881,974,216","2,095,850,063","2,805,057,006","2,907,302,180","3,429,748,491","2,406,519,051","2,830,966,093","3,252,619,910","2,179,289,511","1,654,279,877","1,988,865,531","1,198,027,977","581,461,799","1,173,536,871","809,573,071","634,048,714","601,886,822"
EnterpriseValue,"4,553,503,688","4,396,748,998","4,392,546,005","3,884,287,087","4,487,782,216","2,948,321,063","3,498,896,006","3,041,843,180","3,599,040,491","2,710,574,051","3,064,522,093","3,354,983,910","2,189,464,511","1,806,964,877","2,133,396,531","1,347,471,977","835,975,799","1,579,670,871","1,178,462,071","1,021,321,714","956,002,822"
PeRatio,"13.282","14.29","26.09","21.49","36.175","13.567","14.258","30.559","25.383","16.683","18.674","19.573","12.696","13.378","17.511","19.266","7.088","19.607","17.531","20.909","20.154"
ForwardPeRatio,"9.737","10.977","14.025","13.587","16.921","8.688","10.695","12.484","15.674",,,"12.407","10.881","10.788","13.661",,"6.549",,,,
PegRatio,"0.541","0.784","1.002","1.358","1.691","0.869","1.07","1.249","2.61",,,"0.92","0.806","0.799","0.943",,"1.403",,,,
PsRatio,"1.094","1.07","0.992","0.987","1.327","0.687","1.033","1.197","1.477","1.1","1.238","1.438","0.963","0.771","1.013","0.762","0.304","0.574","0.564","0.503","0.448"
PbRatio,"2.029","2.203","2.326","2.032","2.541","1.534","2.121","2.594","3.252","2.32","2.515","2.548","1.874","1.72","2.041","1.536","0.902","1.697","1.553","1.443","1.382"
EnterprisesValueRevenueRatio,"1.298","1.201","1.212","1.19","1.523","0.95","1.299","1.204","1.53","1.161","1.206","1.409","0.953","0.807","1.086","0.853","0.424","0.78","0.816","0.796","0.882"
EnterprisesValueEBITDARatio,"10.112","9.858","13.717","12.45","16.812","10.068","11.622","10.088","13.747","9.557","10.559","11.986","7.1","7.701","9.792","8.707","4.289","8.691","8.352","8.499","8.106"
