name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,872,513,281","664,440,209","1,105,303,595","1,221,581,790"
EnterpriseValue,"2,155,639,281","994,032,209","1,140,723,595","1,292,274,790"
ForwardPeRatio,"142.857",,,
PbRatio,"7.756","1.507","1.471","2.607"
EnterprisesValueEBITDARatio,"-11.045","-19.553","-14.771","-19.075"
