name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997
MarketCap,"2,426,471,619","2,407,986,857","2,880,273,249","3,501,978,000","6,513,134,610","4,408,323,607","2,691,366,716","1,687,403,766","323,763,205","512,638,134","342,977,339","807,282,944","184,864,936","29,634,337","33,661,703","75,306,136","37,513,827","44,651,859","194,982,621","170,373,099","83,672,728","74,973,470","47,483","26,376","131,883","633,450","296,361","230,503","319,410"
EnterpriseValue,"2,256,062,619","2,091,608,857","2,511,304,249","3,166,596,000","6,020,966,610","4,142,663,404","2,617,158,345","1,629,302,210","251,208,698","471,314,331","233,256,071","646,174,103","154,093,426","29,586,204","26,126,515","68,958,974","36,720,137","36,095,264","164,188,741","139,739,788","61,128,832","65,932,916","-1,307,806","643,385","693,390","1,198,518","863,351","1,565,970","1,342,295"
PeRatio,"478.556",,,,,,"61.261",,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"111.111",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"657.783","113.863","11.161","13.887","59.892","34.958","19.655","113.189","13.61","2,568.908","844.138","3,650.813","613.689","252.59","102.99","108.95","7.961","31.276","264.615","198.363","94.786","379.652","17.33","11.64","7.745","16.95","12.203","3.818","4.17"
PbRatio,"13.085","7.285","7.904","7.715","14.908","8.939","11.897","16.583","3.594","8.547","2.612","4.332","5.288","3.799","2.632","8.325","7.722","3.629","5.877","4.528","3.202","7.935","0.033",,,,,,
EnterprisesValueRevenueRatio,"635.332","106.454","9.802","12.67","55.938","33.503","19.137","119.792","11.054","2,758.919","610.618","3,692.423","530.87","286.897","88.224","111.207","9.732","27.697","245.342","182.308","103.488","335.868",,"283.93","40.721","32.394","23.335","25.936","17.526"
EnterprisesValueEBITDARatio,,,"-14.295","-19.512","-45.414","-47.498","58.2","-31.799","-7.776","-6.166","-2.491","-12.986","-7.157","-1.53","-2.732","-12.413","-1.978","-1.066","-4.444","-7.131","-6.831","-25.203","13.862","-0.457","-6.749","-11.795","-17.951","-103.631","-24.48"
