name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,12/31/2018,12/31/2017,12/31/2016
MarketCap,"7,082,501,407","10,881,024,272","4,427,999,192","1,349,456,424","1,384,181,968","492,034,745","421,874,290","1,032,056,517","1,309,741,544"
EnterpriseValue,"7,286,999,407","11,101,846,272","4,425,702,192","1,435,723,424","1,500,300,968","566,469,745","538,602,290","1,194,209,517","1,450,107,544"
PeRatio,"67.962","86.739","96.882","67.974","243.909",,"15.464","0.114",
ForwardPeRatio,"28.902","55.866","53.763","30.395","42.553","54.645","14.925","37.175",
PegRatio,,,,,,,"1.493","1.859",
PsRatio,"6.03","12.623","9.058","3.636","4.605","1.8","1.577","4.053","5.992"
PbRatio,"9.733","17.74","11.492","4.418","5.231","2.029","1.975","6.192","9.87"
EnterprisesValueRevenueRatio,"5.985","12.472","8.912","3.781","4.999","2.116","1.992","4.511","6.635"
EnterprisesValueEBITDARatio,"41.026","64.271","53.734","28.661","42.297","13.07","12.37","27.946","49.35"
