name,ttm,12/31/2023,12/31/2022
MarketCap,"1,769,358,461","702,807,770","1,437,369,835"
EnterpriseValue,"2,236,439,461","1,320,430,770","1,936,099,835"
PeRatio,,"32.857",
ForwardPeRatio,"26.042","68.493","26.316"
PsRatio,"3.388","2.555",
PbRatio,"1.769","0.572","1.196"
EnterprisesValueRevenueRatio,"4.187","4.345","5.371"
EnterprisesValueEBITDARatio,"41.043","11.052","9.417"
