name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"689,388,405","799,820,837","812,203,222","1,025,242,810"
EnterpriseValue,"2,319,791,405","2,538,505,837","2,357,907,222","2,787,690,810"
PeRatio,"5,633.546",,"22.179","16.139"
PsRatio,"0.255","0.737","0.316","0.585"
PbRatio,"2.407","2.374","2.817","5.825"
EnterprisesValueRevenueRatio,"0.857","0.984","0.91","2.382"
EnterprisesValueEBITDARatio,"5.462","13.193","7.105","18.596"
