name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2010
MarketCap,"2,656,086,209","2,220,199,570","2,117,716,137","3,699,050,288","2,098,810,342","1,620,503,241","732,911,515","1,867,488,436","678,311,148","252,280,437","1,527,570,550","1,438,405,687","1,133,397,799","3,930,429,775"
EnterpriseValue,"5,334,086,209","4,929,199,570","4,668,716,137","6,133,050,288","4,938,810,342","4,537,503,241","2,820,911,515","3,949,488,436","3,531,311,148","3,234,280,437","2,580,570,550","2,385,405,687","2,062,397,799","4,213,729,775"
PeRatio,,,"3.656","15.404","2.274",,,"31.554",,,,,"1.644","863.636"
ForwardPeRatio,"21.505","12.315","7.215","8.078","12.69","7.74","7.252","14.663",,,"20.08",,"8.21",
PsRatio,"0.93","0.784","0.59","1.072","0.786","0.649","0.514","1.023","0.575","0.228","1.534","1.334","1.01","3.229"
PbRatio,"1.372","1.114","0.933","1.897","1.353","2.43","1.353","3.325","1.386","0.384","1.387","1.132","0.78",
EnterprisesValueRevenueRatio,"1.872","1.73","1.352","1.717","1.791","1.717","1.551","2.326","2.698","2.142","1.486","1.241","1.126","3.46"
EnterprisesValueEBITDARatio,"11.277","10.421","6.727","7.507","8.273","11.786","6.716","13.956","40.59","61.024","9.665","6.132","1.624","43.441"
