name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"59,936,461,405","51,886,705,709","40,760,960,734","44,233,540,000","30,700,440,000","28,574,044,000","23,249,025,000","22,596,919,661","19,394,824,968","15,202,944,000","14,196,175,000","11,965,280,000","10,591,063,000","10,203,525,913","11,457,282,000","10,780,448,000","4,516,548,182","5,813,011,018","5,284,347,806","5,201,927,442","5,047,996,283","4,043,097,557","3,435,103,574","3,376,914,591","3,017,705,753","2,521,293,100","3,232,648,569"
EnterpriseValue,"72,865,561,405","63,902,505,709","52,621,260,734","53,725,440,000","39,325,840,000","37,399,644,000","31,414,625,000","30,390,719,661","27,085,124,968","22,661,444,000","21,113,675,000","18,907,080,000","17,593,963,000","17,162,225,913","18,112,582,000","17,695,048,000","12,150,348,182","7,359,011,018","6,902,647,806","6,536,627,442","6,260,796,283","5,444,197,557","4,735,703,574","4,728,514,591","4,221,105,753","3,717,493,100","3,733,148,569"
PeRatio,"34.828","31.959","28.164","36.794","30.188","26.676","17.205","28.648","33.169","24.713","19.73","25.152","18.923","19.266","22.621","21.777","67","20.762","20.437","22.219","21.922","19.271","14.583","27.356","14.093","12.61","16.317"
ForwardPeRatio,"31.949","28.249","25.907","30.488","25.974","25.641","22.026","26.178","24.272","20.408","19.531","16.26","14.389","13.569","15.65",,,,,,,,,,,,
PegRatio,"3.781","2.88","3.091","3.607","3.022","1.686","2.06","2.621","3.623","2.317","3.715","2.25","1.636","1.357","1.36",,,,,,,,,,,,
PsRatio,"4.032","3.56","3.166","4.085","3.033","2.827","2.369","2.335","2.123","1.719","1.663","1.455","1.33","1.283","1.418","1.316","1.335","1.895","1.849","1.974","1.923","1.65","1.48","1.514","1.485","1.374","2.361"
PbRatio,"5.685","5.022","4.297","4.985","3.271","3.582","2.935","2.923","2.535","1.949","1.79","1.547","1.375","1.339","1.46","1.425","0.62","4.459","3.684","3.196","2.696","2.123","1.826","1.923","1.822","1.678","2.488"
EnterprisesValueRevenueRatio,"4.869","4.27","3.895","4.757","3.873","3.631","3.129","3.027","2.885","2.486","2.398","2.246","2.167","2.095","2.234","2.158","3.297","2.317","2.248","2.282","2.312","2.162","2.002","2.095","2.007","1.989","2.715"
EnterprisesValueEBITDARatio,"16.949","14.865","14.345","17.013","14.8","13.309","11.145","11.011","11.251","8.814","9.682","8.899","8.406","7.737","8.048","7.592","18.829","8.745","8.464","8.646","8.797","8.353","7.185","7.901","6.685","6.713","9.557"
