name,ttm,12/31/2023,12/31/2022
MarketCap,"1,587,133,474","1,922,276,130","2,224,316,334"
EnterpriseValue,"2,577,596,474","2,922,654,130","2,880,338,334"
PeRatio,,"138.294","23.96"
PsRatio,"2.638","2.808","1.146"
PbRatio,"1.071","1.154","1.289"
EnterprisesValueRevenueRatio,"4.166","5.373","9.006"
EnterprisesValueEBITDARatio,"6.998","7.198","9.351"
