name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"3,809,286,053","3,742,030,462","2,454,465,617","3,916,137,511","2,713,534,974","1,596,695,148","1,568,097,630","1,615,480,833","698,521,432","592,070,781","691,204,789"
EnterpriseValue,"3,838,553,053","3,811,440,462","2,500,584,617","3,828,643,511","2,821,465,974","1,601,940,148","1,481,203,630","1,487,880,833","495,910,432","504,234,781","549,106,789"
PeRatio,"8.73",,"11.77","10.401","37.408","14.25","25.85","23.095","23.061","17.165",
ForwardPeRatio,"52.083","45.662","16.529","14.045","19.685","16.75","12.285","23.095","22.422","16.181","17.544"
PsRatio,"4.578","4.564","2.244","2.724","3.678","2.313","2.006","2.257","1.346","1.137","1.009"
PbRatio,"10.818","10.195","5.705","7.578","5.797","3.857","4.233","4.832","3.341","3.924","8.652"
EnterprisesValueRevenueRatio,"4.491","4.459","2.538","2.485","2.991","2.146","1.672","2.173","0.808","0.914","1.059"
EnterprisesValueEBITDARatio,"-119.824","-118.977","11.16","7.609","10.434","13.404","6.401","8.866","3.019","3.598","10.98"
