name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
MarketCap,"931,918,333","958,540,366","1,099,795,013","1,035,055,741","876,956,375","950,034,128","693,346,308","810,117,500","802,715,418","442,450,415","403,346,215","374,451,882","274,468,168","229,076,201","204,509,304","180,007,457","125,630,204","140,515,626","158,605,820","145,868,519","175,461,674","191,464,046","178,220,094","178,782,100","128,560,078","159,145,687","153,301,572","171,197,923","73,108,667","54,925,990","54,140,049","49,966,510"
PeRatio,"10.825","10.767","13.918","12.106","15.391","16.645","13.546","20.621","23.075","14.743","14.744","14.428","11.432","12.459","15.219","14.773","9.819","14.988","15.462","18.278","24.394","23.973","18.964","19.518","11.802","18.36","23.001","27.826","17.923","45.652","58.061","63.194"
ForwardPeRatio,"12.3","12.804","11.038","13.928","16.556","15.625",,"17.857","21.053","14.006","14.104","13.755","10.753","11.198","14.728",,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"1.566","1.529","1.793","1.867","2.455",,,,,,,,,,,,,,,,,
PsRatio,"3.714","3.746","4.297","4.669","4.321","4.935","4.488","6.135","6.351","4.333","4.113","3.993","3.117","2.803","3.117","2.979","2.124","2.586","3.141","3.445","4.314","4.611","4.32","4.28","3.275","5.102","5.666","7.643","4.454","3.334","3.979","3.966"
PbRatio,"1.404","1.781","2.224","1.592","1.452","1.688","1.843","2.247","2.355","1.789","1.831","2.023","1.483","1.371","1.683","1.585","1.194","1.447","1.743","1.728","2.097","2.303","1.705","1.749","1.406","1.819","2.275","3.212","1.86","1.552","1.666","1.705"
