name,ttm,12/31/2022,12/31/2021
MarketCap,"1,057,059,678","1,804,543,464","2,735,749,026"
EnterpriseValue,"716,245,425","1,517,508,095","2,907,058,434"
PeRatio,"12.378","19.975","38.491"
ForwardPeRatio,"17.668","17.452",
PsRatio,"2.07","3.754","7.736"
PbRatio,"2.222","4.407",
EnterprisesValueRevenueRatio,"1.059","2.285","5.236"
EnterprisesValueEBITDARatio,"3.851","8.263","16.119"
